eventdate,timestamp_local,actividad,http_4xx,http_5xx,sum_downloadTime,avg_downloadTime,is_anomaly,anomaly_type
2025-01-25,2025-01-25 08:45:00,299,3,0,79650,266.39,0,
2025-01-25,2025-01-25 08:50:00,335,3,0,100620,300.36,0,
2025-01-25,2025-01-25 08:55:00,318,6,0,75263,236.68,0,
2025-01-25,2025-01-25 09:00:00,355,1,0,100208,282.28,0,
2025-01-25,2025-01-25 09:05:00,316,1,0,71275,225.55,0,
2025-01-25,2025-01-25 09:10:00,452,5,0,106117,234.77,0,
2025-01-25,2025-01-25 09:15:00,354,1,0,96743,273.29,0,
2025-01-25,2025-01-25 09:20:00,403,0,0,92292,229.01,0,
2025-01-25,2025-01-25 09:25:00,405,4,0,125393,309.61,0,
2025-01-25,2025-01-25 09:30:00,441,5,0,129620,293.92,0,
2025-01-25,2025-01-25 09:35:00,398,9,0,106159,266.73,0,
2025-01-25,2025-01-25 09:40:00,466,7,0,122755,263.42,0,
2025-01-25,2025-01-25 09:45:00,447,1,0,101652,227.41,0,
2025-01-25,2025-01-25 09:50:00,377,2,0,105903,280.91,0,
2025-01-25,2025-01-25 09:55:00,368,5,0,73114,198.68,0,
2025-01-25,2025-01-25 10:00:00,406,6,0,136239,335.56,0,
2025-01-25,2025-01-25 10:05:00,465,7,0,89280,192.0,0,
2025-01-25,2025-01-25 10:10:00,379,3,0,103261,272.46,0,
2025-01-25,2025-01-25 10:15:00,444,3,0,135375,304.9,0,
2025-01-25,2025-01-25 10:20:00,416,5,0,130075,312.68,0,
2025-01-25,2025-01-25 10:25:00,386,5,0,97591,252.83,0,
2025-01-25,2025-01-25 10:30:00,504,7,0,169675,336.66,0,
2025-01-25,2025-01-25 10:35:00,584,10,0,178665,305.93,0,
2025-01-25,2025-01-25 10:40:00,462,4,0,100942,218.49,0,
2025-01-25,2025-01-25 10:45:00,403,2,0,106313,263.8,0,
2025-01-25,2025-01-25 10:50:00,380,4,0,104596,275.25,0,
2025-01-25,2025-01-25 10:55:00,478,3,0,114493,239.53,0,
2025-01-25,2025-01-25 11:00:00,578,9,0,168380,291.31,0,
2025-01-25,2025-01-25 11:05:00,459,5,0,100214,218.33,0,
2025-01-25,2025-01-25 11:10:00,441,2,0,113276,256.86,0,
2025-01-25,2025-01-25 11:15:00,391,3,0,107736,275.54,0,
2025-01-25,2025-01-25 11:20:00,431,7,0,105309,244.34,0,
2025-01-25,2025-01-25 11:25:00,376,2,0,90412,240.46,0,
2025-01-25,2025-01-25 11:30:00,475,5,0,129547,272.73,0,
2025-01-25,2025-01-25 11:35:00,474,5,0,136414,287.79,0,
2025-01-25,2025-01-25 11:40:00,503,4,0,145007,288.28,0,
2025-01-25,2025-01-25 11:45:00,404,3,0,86774,214.79,0,
2025-01-25,2025-01-25 11:50:00,434,3,0,122794,282.94,0,
2025-01-25,2025-01-25 11:55:00,429,6,0,112225,261.6,0,
2025-01-25,2025-01-25 12:00:00,426,2,0,116803,274.19,0,
2025-01-25,2025-01-25 12:05:00,398,3,0,110299,277.13,0,
2025-01-25,2025-01-25 12:10:00,451,6,0,107455,238.26,0,
2025-01-25,2025-01-25 12:15:00,479,4,0,107563,224.56,0,
2025-01-25,2025-01-25 12:20:00,479,3,0,105937,221.16,0,
2025-01-25,2025-01-25 12:25:00,452,6,0,112329,248.52,0,
2025-01-25,2025-01-25 12:30:00,449,6,0,123061,274.08,0,
2025-01-25,2025-01-25 12:35:00,440,10,0,106648,242.38,0,
2025-01-25,2025-01-25 12:40:00,392,6,0,94141,240.16,0,
2025-01-25,2025-01-25 12:45:00,414,5,0,109738,265.07,0,
2025-01-25,2025-01-25 12:50:00,381,8,0,113984,299.17,0,
2025-01-25,2025-01-25 12:55:00,382,3,0,1037527,2716.04,1,latencia_alta
2025-01-25,2025-01-25 13:00:00,449,5,0,125153,278.74,0,
2025-01-25,2025-01-25 13:05:00,438,5,0,101831,232.49,0,
2025-01-25,2025-01-25 13:10:00,459,7,0,85028,185.25,0,
2025-01-25,2025-01-25 13:15:00,392,2,0,140054,357.28,0,
2025-01-25,2025-01-25 13:20:00,402,7,0,123322,306.77,0,
2025-01-25,2025-01-25 13:25:00,390,8,0,86273,221.21,0,
2025-01-25,2025-01-25 13:30:00,374,4,0,82610,220.88,0,
2025-01-25,2025-01-25 13:35:00,470,4,0,119303,253.84,0,
2025-01-25,2025-01-25 13:40:00,339,7,0,87400,257.82,0,
2025-01-25,2025-01-25 13:45:00,382,3,0,97177,254.39,0,
2025-01-25,2025-01-25 13:50:00,429,9,0,130828,304.96,0,
2025-01-25,2025-01-25 13:55:00,330,5,0,106448,322.57,0,
2025-01-25,2025-01-25 14:00:00,424,4,0,106459,251.08,0,
2025-01-25,2025-01-25 14:05:00,519,14,0,136384,262.78,0,
2025-01-25,2025-01-25 14:10:00,348,8,0,100068,287.55,0,
2025-01-25,2025-01-25 14:15:00,346,5,0,67330,194.6,0,
2025-01-25,2025-01-25 14:20:00,350,6,0,74318,212.34,0,
2025-01-25,2025-01-25 14:25:00,367,4,0,64477,175.69,0,
2025-01-25,2025-01-25 14:30:00,314,4,0,72996,232.47,0,
2025-01-25,2025-01-25 14:35:00,305,4,0,89790,294.39,0,
2025-01-25,2025-01-25 14:40:00,279,4,0,74380,266.59,0,
2025-01-25,2025-01-25 14:45:00,336,3,0,103155,307.01,0,
2025-01-25,2025-01-25 14:50:00,405,3,0,94289,232.81,0,
2025-01-25,2025-01-25 14:55:00,326,5,0,75733,232.31,0,
2025-01-25,2025-01-25 15:00:00,377,0,0,83210,220.72,0,
2025-01-25,2025-01-25 15:05:00,351,3,0,77659,221.25,0,
2025-01-25,2025-01-25 15:10:00,405,6,0,102797,253.82,0,
2025-01-25,2025-01-25 15:15:00,395,3,0,89819,227.39,0,
2025-01-25,2025-01-25 15:20:00,378,6,0,100348,265.47,0,
2025-01-25,2025-01-25 15:25:00,354,2,0,94317,266.43,0,
2025-01-25,2025-01-25 15:30:00,377,3,0,92792,246.13,0,
2025-01-25,2025-01-25 15:35:00,346,2,0,78708,227.48,0,
2025-01-25,2025-01-25 15:40:00,350,7,0,105515,301.47,0,
2025-01-25,2025-01-25 15:45:00,301,5,0,71110,236.25,0,
2025-01-25,2025-01-25 15:50:00,294,5,0,76844,261.37,0,
2025-01-25,2025-01-25 15:55:00,277,2,0,80403,290.26,0,
2025-01-25,2025-01-25 16:00:00,357,8,0,98121,274.85,0,
2025-01-25,2025-01-25 16:05:00,307,3,0,67187,218.85,0,
2025-01-25,2025-01-25 16:10:00,341,3,0,78301,229.62,0,
2025-01-25,2025-01-25 16:15:00,305,5,0,80335,263.39,0,
2025-01-25,2025-01-25 16:20:00,317,6,0,75607,238.51,0,
2025-01-25,2025-01-25 16:25:00,327,5,0,100185,306.38,0,
2025-01-25,2025-01-25 16:30:00,295,2,0,70025,237.37,0,
2025-01-25,2025-01-25 16:35:00,248,2,0,78737,317.49,0,
2025-01-25,2025-01-25 16:40:00,321,3,0,73062,227.61,0,
2025-01-25,2025-01-25 16:45:00,382,4,0,77598,203.14,0,
2025-01-25,2025-01-25 16:50:00,363,3,0,44063,121.39,0,
2025-01-25,2025-01-25 16:55:00,344,6,0,102487,297.93,0,
2025-01-25,2025-01-25 17:00:00,331,3,0,77322,233.6,0,
2025-01-25,2025-01-25 17:05:00,371,5,0,101622,273.91,0,
2025-01-25,2025-01-25 17:10:00,252,5,0,66161,262.54,0,
2025-01-25,2025-01-25 17:15:00,328,6,0,96339,293.72,0,
2025-01-25,2025-01-25 17:20:00,335,2,0,81016,241.84,0,
2025-01-25,2025-01-25 17:25:00,228,2,0,64424,282.56,0,
2025-01-25,2025-01-25 17:30:00,270,6,0,62519,231.55,0,
2025-01-25,2025-01-25 17:35:00,303,4,0,65026,214.61,0,
2025-01-25,2025-01-25 17:40:00,277,4,0,70637,255.01,0,
2025-01-25,2025-01-25 17:45:00,273,3,0,48383,177.23,0,
2025-01-25,2025-01-25 17:50:00,283,10,0,45631,161.24,0,
2025-01-25,2025-01-25 17:55:00,256,3,0,62828,245.42,0,
2025-01-25,2025-01-25 18:00:00,307,1,0,77600,252.77,0,
2025-01-25,2025-01-25 18:05:00,258,2,0,75119,291.16,0,
2025-01-25,2025-01-25 18:10:00,271,2,0,69108,255.01,0,
2025-01-25,2025-01-25 18:15:00,278,3,0,65901,237.05,0,
2025-01-25,2025-01-25 18:20:00,248,2,0,57484,231.79,0,
2025-01-25,2025-01-25 18:25:00,339,3,0,106009,312.71,0,
2025-01-25,2025-01-25 18:30:00,294,3,0,83590,284.32,0,
2025-01-25,2025-01-25 18:35:00,229,2,0,50839,222.0,0,
2025-01-25,2025-01-25 18:40:00,208,3,0,52780,253.75,0,
2025-01-25,2025-01-25 18:45:00,236,3,0,46329,196.31,0,
2025-01-25,2025-01-25 18:50:00,225,0,0,55017,244.52,0,
2025-01-25,2025-01-25 18:55:00,219,4,0,43975,200.8,0,
2025-01-25,2025-01-25 19:00:00,218,2,0,52548,241.05,0,
2025-01-25,2025-01-25 19:05:00,177,0,0,47297,267.21,0,
2025-01-25,2025-01-25 19:10:00,238,6,0,55883,234.8,0,
2025-01-25,2025-01-25 19:15:00,222,3,0,61053,275.01,0,
2025-01-25,2025-01-25 19:20:00,194,1,0,55970,288.51,0,
2025-01-25,2025-01-25 19:25:00,225,3,0,38100,169.33,0,
2025-01-25,2025-01-25 19:30:00,168,0,0,44374,264.13,0,
2025-01-25,2025-01-25 19:35:00,204,2,0,54429,266.81,0,
2025-01-25,2025-01-25 19:40:00,160,4,0,37039,231.49,0,
2025-01-25,2025-01-25 19:45:00,157,2,0,34640,220.64,0,
2025-01-25,2025-01-25 19:50:00,150,1,0,37766,251.77,0,
2025-01-25,2025-01-25 19:55:00,133,0,0,35009,263.23,0,
2025-01-25,2025-01-25 20:00:00,111,3,0,16564,149.23,0,
2025-01-25,2025-01-25 20:05:00,143,3,0,31682,221.55,0,
2025-01-25,2025-01-25 20:10:00,176,3,0,39032,221.77,0,
2025-01-25,2025-01-25 20:15:00,100,0,0,25474,254.74,0,
2025-01-25,2025-01-25 20:20:00,122,1,0,29157,238.99,0,
2025-01-25,2025-01-25 20:25:00,130,2,0,31940,245.69,0,
2025-01-25,2025-01-25 20:30:00,112,1,0,26649,237.94,0,
2025-01-25,2025-01-25 20:35:00,104,2,0,21783,209.45,0,
2025-01-25,2025-01-25 20:40:00,96,0,0,20478,213.31,0,
2025-01-25,2025-01-25 20:45:00,114,3,0,23813,208.89,0,
2025-01-25,2025-01-25 20:50:00,108,1,0,23885,221.16,0,
2025-01-25,2025-01-25 20:55:00,97,0,0,21901,225.78,0,
2025-01-25,2025-01-25 21:00:00,86,1,0,18762,218.16,0,
2025-01-25,2025-01-25 21:05:00,90,0,0,121427,1349.19,1,latencia_alta
2025-01-25,2025-01-25 21:10:00,80,2,0,22026,275.32,0,
2025-01-25,2025-01-25 21:15:00,76,2,0,16422,216.08,0,
2025-01-25,2025-01-25 21:20:00,100,0,0,23411,234.11,0,
2025-01-25,2025-01-25 21:25:00,65,1,0,15180,233.54,0,
2025-01-25,2025-01-25 21:30:00,67,1,0,15414,230.06,0,
2025-01-25,2025-01-25 21:35:00,86,1,0,26575,309.01,0,
2025-01-25,2025-01-25 21:40:00,76,0,0,12975,170.72,0,
2025-01-25,2025-01-25 21:45:00,63,0,0,15744,249.9,0,
2025-01-25,2025-01-25 21:50:00,60,0,0,13646,227.43,0,
2025-01-25,2025-01-25 21:55:00,64,1,0,15473,241.77,0,
2025-01-25,2025-01-25 22:00:00,48,0,0,11703,243.81,0,
2025-01-25,2025-01-25 22:05:00,43,1,0,10933,254.26,0,
2025-01-25,2025-01-25 22:10:00,59,0,0,13686,231.97,0,
2025-01-25,2025-01-25 22:15:00,43,2,0,8727,202.95,0,
2025-01-25,2025-01-25 22:20:00,45,0,0,9028,200.62,0,
2025-01-25,2025-01-25 22:25:00,45,2,0,11848,263.29,0,
2025-01-25,2025-01-25 22:30:00,64,2,0,12638,197.47,0,
2025-01-25,2025-01-25 22:35:00,35,0,0,5469,156.26,0,
2025-01-25,2025-01-25 22:40:00,48,2,0,9258,192.88,0,
2025-01-25,2025-01-25 22:45:00,56,0,0,9824,175.43,0,
2025-01-25,2025-01-25 22:50:00,41,0,0,8536,208.2,0,
2025-01-25,2025-01-25 22:55:00,24,0,0,7107,296.12,0,
2025-01-25,2025-01-25 23:00:00,23,0,0,5613,244.04,0,
2025-01-25,2025-01-25 23:05:00,32,1,0,7331,229.09,0,
2025-01-25,2025-01-25 23:10:00,37,0,0,8555,231.22,0,
2025-01-25,2025-01-25 23:15:00,27,0,0,5649,209.22,0,
2025-01-25,2025-01-25 23:20:00,10,1,0,2965,296.5,0,
2025-01-25,2025-01-25 23:25:00,41,0,0,7781,189.78,0,
2025-01-25,2025-01-25 23:30:00,18,0,0,4687,260.39,0,
2025-01-25,2025-01-25 23:35:00,32,0,0,7317,228.66,0,
2025-01-25,2025-01-25 23:40:00,39,0,0,9743,249.82,0,
2025-01-25,2025-01-25 23:45:00,23,0,0,5199,226.04,0,
2025-01-25,2025-01-25 23:50:00,14,0,0,3546,253.29,0,
2025-01-25,2025-01-25 23:55:00,24,0,0,6627,276.12,0,
2025-01-26,2025-01-26 00:00:00,9,0,0,2097,233.0,0,
2025-01-26,2025-01-26 00:05:00,13,0,0,3242,249.38,0,
2025-01-26,2025-01-26 00:10:00,28,1,0,6026,215.21,0,
2025-01-26,2025-01-26 00:15:00,20,1,0,4094,204.7,0,
2025-01-26,2025-01-26 00:20:00,29,1,0,5850,201.72,0,
2025-01-26,2025-01-26 00:25:00,18,0,0,4201,233.39,0,
2025-01-26,2025-01-26 00:30:00,1,0,0,196,196.0,0,
2025-01-26,2025-01-26 00:35:00,10,0,0,1601,160.1,0,
2025-01-26,2025-01-26 00:40:00,23,0,0,5377,233.78,0,
2025-01-26,2025-01-26 00:45:00,13,0,0,2884,221.85,0,
2025-01-26,2025-01-26 00:50:00,28,1,0,6774,241.93,0,
2025-01-26,2025-01-26 00:55:00,32,0,0,9633,301.03,0,
2025-01-26,2025-01-26 01:00:00,18,0,0,4512,250.67,0,
2025-01-26,2025-01-26 01:05:00,24,0,0,5997,249.88,0,
2025-01-26,2025-01-26 01:10:00,18,1,0,4138,229.89,0,
2025-01-26,2025-01-26 01:15:00,20,0,0,5696,284.8,0,
2025-01-26,2025-01-26 01:20:00,34,0,0,8421,247.68,0,
2025-01-26,2025-01-26 01:25:00,33,0,0,9021,273.36,0,
2025-01-26,2025-01-26 01:30:00,25,0,0,6347,253.88,0,
2025-01-26,2025-01-26 01:35:00,20,0,0,5250,262.5,0,
2025-01-26,2025-01-26 01:40:00,1,0,0,237,237.0,0,
2025-01-26,2025-01-26 01:45:00,15,0,0,3706,247.07,0,
2025-01-26,2025-01-26 01:50:00,29,1,0,5490,189.31,0,
2025-01-26,2025-01-26 01:55:00,19,0,0,5631,296.37,0,
2025-01-26,2025-01-26 02:00:00,26,0,0,6494,249.77,0,
2025-01-26,2025-01-26 02:05:00,34,0,0,7360,216.47,0,
2025-01-26,2025-01-26 02:10:00,40,1,0,8607,215.18,0,
2025-01-26,2025-01-26 02:15:00,5,0,0,1101,220.2,0,
2025-01-26,2025-01-26 02:20:00,21,0,0,5082,242.0,0,
2025-01-26,2025-01-26 02:25:00,35,1,0,8412,240.34,0,
2025-01-26,2025-01-26 02:30:00,39,0,0,10477,268.64,0,
2025-01-26,2025-01-26 02:35:00,27,1,0,8159,302.19,0,
2025-01-26,2025-01-26 02:40:00,29,1,0,8787,303.0,0,
2025-01-26,2025-01-26 02:45:00,42,0,0,9197,218.98,0,
2025-01-26,2025-01-26 02:50:00,39,0,0,11074,283.95,0,
2025-01-26,2025-01-26 02:55:00,9,0,0,1700,188.89,0,
2025-01-26,2025-01-26 03:00:00,47,0,0,13119,279.13,0,
2025-01-26,2025-01-26 03:05:00,22,0,0,5239,238.14,0,
2025-01-26,2025-01-26 03:10:00,42,0,0,9433,224.6,0,
2025-01-26,2025-01-26 03:15:00,42,1,0,11422,271.95,0,
2025-01-26,2025-01-26 03:20:00,27,0,0,7134,264.22,0,
2025-01-26,2025-01-26 03:25:00,64,0,0,10352,161.75,0,
2025-01-26,2025-01-26 03:30:00,23,1,0,4602,200.09,0,
2025-01-26,2025-01-26 03:35:00,17,0,0,4274,251.41,0,
2025-01-26,2025-01-26 03:40:00,43,1,0,11938,277.63,0,
2025-01-26,2025-01-26 03:45:00,49,1,0,10655,217.45,0,
2025-01-26,2025-01-26 03:50:00,59,0,0,15079,255.58,0,
2025-01-26,2025-01-26 03:55:00,40,0,0,9525,238.12,0,
2025-01-26,2025-01-26 04:00:00,60,2,0,15896,264.93,0,
2025-01-26,2025-01-26 04:05:00,58,0,0,9948,171.52,0,
2025-01-26,2025-01-26 04:10:00,61,1,0,14094,231.05,0,
2025-01-26,2025-01-26 04:15:00,38,0,0,7193,189.29,0,
2025-01-26,2025-01-26 04:20:00,65,1,0,13781,212.02,0,
2025-01-26,2025-01-26 04:25:00,47,0,0,11118,236.55,0,
2025-01-26,2025-01-26 04:30:00,71,0,0,13520,190.42,0,
2025-01-26,2025-01-26 04:35:00,67,0,0,14478,216.09,0,
2025-01-26,2025-01-26 04:40:00,60,0,0,13228,220.47,0,
2025-01-26,2025-01-26 04:45:00,63,2,0,11928,189.33,0,
2025-01-26,2025-01-26 04:50:00,62,3,0,15856,255.74,0,
2025-01-26,2025-01-26 04:55:00,78,0,0,22442,287.72,0,
2025-01-26,2025-01-26 05:00:00,90,0,0,20842,231.58,0,
2025-01-26,2025-01-26 05:05:00,82,0,0,19559,238.52,0,
2025-01-26,2025-01-26 05:10:00,98,0,0,21306,217.41,0,
2025-01-26,2025-01-26 05:15:00,85,0,0,23439,275.75,0,
2025-01-26,2025-01-26 05:20:00,91,0,0,17393,191.13,0,
2025-01-26,2025-01-26 05:25:00,71,2,0,20416,287.55,0,
2025-01-26,2025-01-26 05:30:00,125,0,0,31382,251.06,0,
2025-01-26,2025-01-26 05:35:00,113,4,0,25329,224.15,0,
2025-01-26,2025-01-26 05:40:00,89,0,0,24013,269.81,0,
2025-01-26,2025-01-26 05:45:00,79,1,0,22771,288.24,0,
2025-01-26,2025-01-26 05:50:00,125,2,0,31494,251.95,0,
2025-01-26,2025-01-26 05:55:00,122,0,0,29368,240.72,0,
2025-01-26,2025-01-26 06:00:00,151,2,0,30215,200.1,0,
2025-01-26,2025-01-26 06:05:00,146,0,0,36790,251.99,0,
2025-01-26,2025-01-26 06:10:00,115,1,0,34231,297.66,0,
2025-01-26,2025-01-26 06:15:00,133,1,0,32264,242.59,0,
2025-01-26,2025-01-26 06:20:00,149,3,0,30647,205.68,0,
2025-01-26,2025-01-26 06:25:00,138,2,0,28387,205.7,0,
2025-01-26,2025-01-26 06:30:00,150,1,0,33428,222.85,0,
2025-01-26,2025-01-26 06:35:00,169,1,0,44095,260.92,0,
2025-01-26,2025-01-26 06:40:00,135,1,0,29085,215.44,0,
2025-01-26,2025-01-26 06:45:00,167,0,0,41182,246.6,0,
2025-01-26,2025-01-26 06:50:00,205,2,0,53284,259.92,0,
2025-01-26,2025-01-26 06:55:00,235,1,0,56162,238.99,0,
2025-01-26,2025-01-26 07:00:00,219,1,0,37922,173.16,0,
2025-01-26,2025-01-26 07:05:00,221,3,0,47074,213.0,0,
2025-01-26,2025-01-26 07:10:00,194,1,0,53565,276.11,0,
2025-01-26,2025-01-26 07:15:00,186,2,0,41506,223.15,0,
2025-01-26,2025-01-26 07:20:00,203,3,0,44084,217.16,0,
2025-01-26,2025-01-26 07:25:00,231,2,0,50257,217.56,0,
2025-01-26,2025-01-26 07:30:00,218,2,0,50440,231.38,0,
2025-01-26,2025-01-26 07:35:00,244,0,0,61883,253.62,0,
2025-01-26,2025-01-26 07:40:00,245,0,0,52269,213.34,0,
2025-01-26,2025-01-26 07:45:00,248,4,0,77800,313.71,0,
2025-01-26,2025-01-26 07:50:00,250,3,0,63848,255.39,0,
2025-01-26,2025-01-26 07:55:00,263,8,0,78359,297.94,0,
2025-01-26,2025-01-26 08:00:00,257,3,0,61672,239.97,0,
2025-01-26,2025-01-26 08:05:00,252,1,0,44718,177.45,0,
2025-01-26,2025-01-26 08:10:00,363,3,0,107218,295.37,0,
2025-01-26,2025-01-26 08:15:00,328,5,0,90282,275.25,0,
2025-01-26,2025-01-26 08:20:00,305,1,0,88491,290.13,0,
2025-01-26,2025-01-26 08:25:00,269,3,0,58175,216.26,0,
2025-01-26,2025-01-26 08:30:00,354,8,0,99621,281.42,0,
2025-01-26,2025-01-26 08:35:00,313,1,0,65985,210.81,0,
2025-01-26,2025-01-26 08:40:00,293,3,0,56009,191.16,0,
2025-01-26,2025-01-26 08:45:00,342,3,0,78601,229.83,0,
2025-01-26,2025-01-26 08:50:00,332,4,0,67929,204.61,0,
2025-01-26,2025-01-26 08:55:00,372,1,0,84723,227.75,0,
2025-01-26,2025-01-26 09:00:00,353,4,0,83624,236.9,0,
2025-01-26,2025-01-26 09:05:00,385,7,0,90353,234.68,0,
2025-01-26,2025-01-26 09:10:00,481,7,0,152823,317.72,0,
2025-01-26,2025-01-26 09:15:00,384,5,0,96627,251.63,0,
2025-01-26,2025-01-26 09:20:00,422,2,0,109691,259.93,0,
2025-01-26,2025-01-26 09:25:00,390,1,0,93692,240.24,0,
2025-01-26,2025-01-26 09:30:00,419,2,0,116504,278.05,0,
2025-01-26,2025-01-26 09:35:00,309,1,0,92601,299.68,0,
2025-01-26,2025-01-26 09:40:00,1521,8,0,340102,223.6,1,spike_actividad
2025-01-26,2025-01-26 09:45:00,295,8,0,66722,226.18,0,
2025-01-26,2025-01-26 09:50:00,371,4,0,91840,247.55,0,
2025-01-26,2025-01-26 09:55:00,426,3,0,108367,254.38,0,
2025-01-26,2025-01-26 10:00:00,431,2,0,123774,287.18,0,
2025-01-26,2025-01-26 10:05:00,497,5,0,130707,262.99,0,
2025-01-26,2025-01-26 10:10:00,560,4,0,157787,281.76,0,
2025-01-26,2025-01-26 10:15:00,472,3,0,106048,224.68,0,
2025-01-26,2025-01-26 10:20:00,618,10,0,173944,281.46,0,
2025-01-26,2025-01-26 10:25:00,426,4,0,105371,247.35,0,
2025-01-26,2025-01-26 10:30:00,448,6,0,130544,291.39,0,
2025-01-26,2025-01-26 10:35:00,390,2,0,106994,274.34,0,
2025-01-26,2025-01-26 10:40:00,378,6,0,97000,256.61,0,
2025-01-26,2025-01-26 10:45:00,462,2,0,109905,237.89,0,
2025-01-26,2025-01-26 10:50:00,418,4,0,131092,313.62,0,
2025-01-26,2025-01-26 10:55:00,449,5,0,120469,268.31,0,
2025-01-26,2025-01-26 11:00:00,460,3,0,148929,323.76,0,
2025-01-26,2025-01-26 11:05:00,523,6,0,165122,315.72,0,
2025-01-26,2025-01-26 11:10:00,526,10,0,110926,210.89,0,
2025-01-26,2025-01-26 11:15:00,383,4,0,84196,219.83,0,
2025-01-26,2025-01-26 11:20:00,443,8,0,98593,222.56,0,
2025-01-26,2025-01-26 11:25:00,382,4,0,116768,305.68,0,
2025-01-26,2025-01-26 11:30:00,364,7,0,89695,246.41,0,
2025-01-26,2025-01-26 11:35:00,480,4,0,125381,261.21,0,
2025-01-26,2025-01-26 11:40:00,435,1,0,100455,230.93,0,
2025-01-26,2025-01-26 11:45:00,495,9,0,93701,189.29,0,
2025-01-26,2025-01-26 11:50:00,492,6,0,137751,279.98,0,
2025-01-26,2025-01-26 11:55:00,385,0,0,119919,311.48,0,
2025-01-26,2025-01-26 12:00:00,414,6,0,88497,213.76,0,
2025-01-26,2025-01-26 12:05:00,375,6,0,99524,265.4,0,
2025-01-26,2025-01-26 12:10:00,509,3,0,152854,300.3,0,
2025-01-26,2025-01-26 12:15:00,433,3,0,117080,270.39,0,
2025-01-26,2025-01-26 12:20:00,513,7,0,653002,1272.91,1,latencia_alta
2025-01-26,2025-01-26 12:25:00,552,6,0,188115,340.79,0,
2025-01-26,2025-01-26 12:30:00,452,6,0,111114,245.83,0,
2025-01-26,2025-01-26 12:35:00,390,12,0,80209,205.66,0,
2025-01-26,2025-01-26 12:40:00,366,4,0,85081,232.46,0,
2025-01-26,2025-01-26 12:45:00,479,4,0,124589,260.1,0,
2025-01-26,2025-01-26 12:50:00,434,4,0,106202,244.71,0,
2025-01-26,2025-01-26 12:55:00,421,5,0,93278,221.56,0,
2025-01-26,2025-01-26 13:00:00,427,2,0,97402,228.11,0,
2025-01-26,2025-01-26 13:05:00,3141,2,0,783730,249.52,1,spike_actividad
2025-01-26,2025-01-26 13:10:00,371,5,0,83168,224.17,0,
2025-01-26,2025-01-26 13:15:00,352,6,0,108625,308.59,0,
2025-01-26,2025-01-26 13:20:00,346,7,0,70349,203.32,0,
2025-01-26,2025-01-26 13:25:00,365,5,0,101495,278.07,0,
2025-01-26,2025-01-26 13:30:00,352,4,0,114123,324.21,0,
2025-01-26,2025-01-26 13:35:00,386,3,0,86171,223.24,0,
2025-01-26,2025-01-26 13:40:00,367,5,0,104306,284.21,0,
2025-01-26,2025-01-26 13:45:00,364,7,0,81391,223.6,0,
2025-01-26,2025-01-26 13:50:00,386,6,0,90229,233.75,0,
2025-01-26,2025-01-26 13:55:00,395,5,0,97199,246.07,0,
2025-01-26,2025-01-26 14:00:00,413,2,0,110051,266.47,0,
2025-01-26,2025-01-26 14:05:00,399,7,0,115091,288.45,0,
2025-01-26,2025-01-26 14:10:00,508,5,0,153359,301.89,0,
2025-01-26,2025-01-26 14:15:00,403,4,0,101424,251.67,0,
2025-01-26,2025-01-26 14:20:00,380,7,0,88481,232.84,0,
2025-01-26,2025-01-26 14:25:00,313,9,0,90664,289.66,0,
2025-01-26,2025-01-26 14:30:00,378,3,0,90256,238.77,0,
2025-01-26,2025-01-26 14:35:00,360,2,0,100523,279.23,0,
2025-01-26,2025-01-26 14:40:00,465,3,0,157791,339.34,0,
2025-01-26,2025-01-26 14:45:00,382,6,0,110517,289.31,0,
2025-01-26,2025-01-26 14:50:00,340,3,0,79201,232.94,0,
2025-01-26,2025-01-26 14:55:00,366,4,0,77370,211.39,0,
2025-01-26,2025-01-26 15:00:00,329,2,0,97297,295.74,0,
2025-01-26,2025-01-26 15:05:00,371,4,0,113053,304.73,0,
2025-01-26,2025-01-26 15:10:00,328,7,0,92364,281.6,0,
2025-01-26,2025-01-26 15:15:00,322,4,0,65973,204.89,0,
2025-01-26,2025-01-26 15:20:00,349,6,0,72236,206.98,0,
2025-01-26,2025-01-26 15:25:00,387,3,0,86829,224.36,0,
2025-01-26,2025-01-26 15:30:00,381,4,0,82970,217.77,0,
2025-01-26,2025-01-26 15:35:00,422,7,0,73591,174.39,0,
2025-01-26,2025-01-26 15:40:00,395,3,0,120515,305.1,0,
2025-01-26,2025-01-26 15:45:00,16,6,0,2731,170.69,1,drop_actividad
2025-01-26,2025-01-26 15:50:00,332,5,0,75661,227.89,0,
2025-01-26,2025-01-26 15:55:00,386,5,0,75594,195.84,0,
2025-01-26,2025-01-26 16:00:00,335,5,0,76239,227.58,0,
2025-01-26,2025-01-26 16:05:00,352,6,0,94308,267.92,0,
2025-01-26,2025-01-26 16:10:00,386,7,0,88279,228.7,0,
2025-01-26,2025-01-26 16:15:00,304,1,0,75066,246.93,0,
2025-01-26,2025-01-26 16:20:00,376,7,0,122860,326.76,0,
2025-01-26,2025-01-26 16:25:00,325,7,0,75602,232.62,0,
2025-01-26,2025-01-26 16:30:00,348,1,0,80791,232.16,0,
2025-01-26,2025-01-26 16:35:00,262,2,0,64484,246.12,0,
2025-01-26,2025-01-26 16:40:00,343,4,0,99693,290.65,0,
2025-01-26,2025-01-26 16:45:00,359,2,0,91247,254.17,0,
2025-01-26,2025-01-26 16:50:00,341,5,0,90801,266.28,0,
