eventdate,timestamp_local,actividad,http_4xx,http_5xx,sum_downloadTime,avg_downloadTime
2025-01-06,2025-01-06 21:00:00,32,3,0,7431,232.22
2025-01-06,2025-01-06 21:05:00,41,2,0,12664,308.88
2025-01-06,2025-01-06 21:10:00,25,2,0,5643,225.72
2025-01-06,2025-01-06 21:15:00,38,0,0,10048,264.42
2025-01-06,2025-01-06 21:20:00,38,0,0,8628,227.05
2025-01-06,2025-01-06 21:25:00,32,2,0,7298,228.06
2025-01-06,2025-01-06 21:30:00,23,0,0,5901,256.57
2025-01-06,2025-01-06 21:35:00,41,1,0,10295,251.1
2025-01-06,2025-01-06 21:40:00,24,0,0,6158,256.58
2025-01-06,2025-01-06 21:45:00,29,1,0,7280,251.03
2025-01-06,2025-01-06 21:50:00,17,0,0,3784,222.59
2025-01-06,2025-01-06 21:55:00,29,1,0,6958,239.93
2025-01-06,2025-01-06 22:00:00,31,0,0,8104,261.42
2025-01-06,2025-01-06 22:05:00,32,4,0,8663,270.72
2025-01-06,2025-01-06 22:10:00,37,1,0,9684,261.73
2025-01-06,2025-01-06 22:15:00,29,0,0,7614,262.55
2025-01-06,2025-01-06 22:20:00,32,2,0,7336,229.25
2025-01-06,2025-01-06 22:25:00,30,0,0,7400,246.67
2025-01-06,2025-01-06 22:30:00,26,1,0,5452,209.69
2025-01-06,2025-01-06 22:35:00,26,3,0,6920,266.15
2025-01-06,2025-01-06 22:40:00,24,0,0,6546,272.75
2025-01-06,2025-01-06 22:45:00,30,2,0,8388,279.6
2025-01-06,2025-01-06 22:50:00,21,0,0,4549,216.62
2025-01-06,2025-01-06 22:55:00,27,2,0,6558,242.89
2025-01-06,2025-01-06 23:00:00,16,1,0,3902,243.88
2025-01-06,2025-01-06 23:05:00,24,2,0,5884,245.17
2025-01-06,2025-01-06 23:10:00,18,1,0,4334,240.78
2025-01-06,2025-01-06 23:15:00,20,1,0,5607,280.35
2025-01-06,2025-01-06 23:20:00,12,0,0,2942,245.17
2025-01-06,2025-01-06 23:25:00,15,2,0,3426,228.4
2025-01-06,2025-01-06 23:30:00,21,1,0,6271,298.62
2025-01-06,2025-01-06 23:35:00,24,1,0,5770,240.42
2025-01-06,2025-01-06 23:40:00,23,4,0,4952,215.3
2025-01-06,2025-01-06 23:45:00,17,1,0,4060,238.82
2025-01-06,2025-01-06 23:50:00,13,0,0,3671,282.38
2025-01-06,2025-01-06 23:55:00,15,1,0,3542,236.13
2025-01-07,2025-01-07 00:00:00,9,0,0,2911,323.44
2025-01-07,2025-01-07 00:05:00,11,1,0,2951,268.27
2025-01-07,2025-01-07 00:10:00,14,0,0,3250,232.14
2025-01-07,2025-01-07 00:15:00,14,1,0,3490,249.29
2025-01-07,2025-01-07 00:20:00,10,1,0,2803,280.3
2025-01-07,2025-01-07 00:25:00,7,1,0,1769,252.71
2025-01-07,2025-01-07 00:30:00,9,1,0,1918,213.11
2025-01-07,2025-01-07 00:35:00,12,2,0,2669,222.42
2025-01-07,2025-01-07 00:40:00,12,0,0,3350,279.17
2025-01-07,2025-01-07 00:45:00,11,1,0,3211,291.91
2025-01-07,2025-01-07 00:50:00,12,0,0,2216,184.67
2025-01-07,2025-01-07 00:55:00,14,1,0,3800,271.43
2025-01-07,2025-01-07 01:00:00,10,0,0,2551,255.1
2025-01-07,2025-01-07 01:05:00,14,0,0,3018,215.57
2025-01-07,2025-01-07 01:10:00,8,0,0,2239,279.88
2025-01-07,2025-01-07 01:15:00,13,1,0,3151,242.38
2025-01-07,2025-01-07 01:20:00,9,2,0,2391,265.67
2025-01-07,2025-01-07 01:25:00,15,0,0,3512,234.13
2025-01-07,2025-01-07 01:30:00,12,2,0,3295,274.58
2025-01-07,2025-01-07 01:35:00,14,0,0,3561,254.36
2025-01-07,2025-01-07 01:40:00,6,0,0,1560,260.0
2025-01-07,2025-01-07 01:45:00,20,0,0,3852,192.6
2025-01-07,2025-01-07 01:50:00,9,0,0,2318,257.56
2025-01-07,2025-01-07 01:55:00,15,2,0,4251,283.4
2025-01-07,2025-01-07 02:00:00,18,0,0,4935,274.17
2025-01-07,2025-01-07 02:05:00,17,0,0,4100,241.18
2025-01-07,2025-01-07 02:10:00,16,1,0,3644,227.75
2025-01-07,2025-01-07 02:15:00,17,0,0,3929,231.12
2025-01-07,2025-01-07 02:20:00,17,1,0,4617,271.59
2025-01-07,2025-01-07 02:25:00,16,1,0,3923,245.19
2025-01-07,2025-01-07 02:30:00,18,2,0,5120,284.44
2025-01-07,2025-01-07 02:35:00,25,1,0,6201,248.04
2025-01-07,2025-01-07 02:40:00,20,1,0,5880,294.0
2025-01-07,2025-01-07 02:45:00,17,0,0,4808,282.82
2025-01-07,2025-01-07 02:50:00,29,0,0,7984,275.31
2025-01-07,2025-01-07 02:55:00,17,0,0,3974,233.76
2025-01-07,2025-01-07 03:00:00,22,1,0,4124,187.45
2025-01-07,2025-01-07 03:05:00,18,0,0,4650,258.33
2025-01-07,2025-01-07 03:10:00,25,1,0,6021,240.84
2025-01-07,2025-01-07 03:15:00,26,1,0,7520,289.23
2025-01-07,2025-01-07 03:20:00,21,0,0,6097,290.33
2025-01-07,2025-01-07 03:25:00,29,2,0,7561,260.72
2025-01-07,2025-01-07 03:30:00,28,0,0,7010,250.36
2025-01-07,2025-01-07 03:35:00,28,1,0,7956,284.14
2025-01-07,2025-01-07 03:40:00,19,1,0,4181,220.05
2025-01-07,2025-01-07 03:45:00,25,1,0,6080,243.2
2025-01-07,2025-01-07 03:50:00,32,0,0,7519,234.97
2025-01-07,2025-01-07 03:55:00,29,2,0,7713,265.97
2025-01-07,2025-01-07 04:00:00,32,0,0,6822,213.19
2025-01-07,2025-01-07 04:05:00,22,0,0,5589,254.05
2025-01-07,2025-01-07 04:10:00,34,1,0,8392,246.82
2025-01-07,2025-01-07 04:15:00,32,1,0,7819,244.34
2025-01-07,2025-01-07 04:20:00,37,5,0,9450,255.41
2025-01-07,2025-01-07 04:25:00,32,1,0,7906,247.06
2025-01-07,2025-01-07 04:30:00,34,0,0,9091,267.38
2025-01-07,2025-01-07 04:35:00,32,1,0,8448,264.0
2025-01-07,2025-01-07 04:40:00,32,1,0,6235,194.84
2025-01-07,2025-01-07 04:45:00,37,2,0,8759,236.73
2025-01-07,2025-01-07 04:50:00,45,2,0,13037,289.71
2025-01-07,2025-01-07 04:55:00,36,3,0,8403,233.42
2025-01-07,2025-01-07 05:00:00,31,2,0,6935,223.71
2025-01-07,2025-01-07 05:05:00,37,3,0,10223,276.3
2025-01-07,2025-01-07 05:10:00,53,1,0,11568,218.26
2025-01-07,2025-01-07 05:15:00,36,2,0,9534,264.83
2025-01-07,2025-01-07 05:20:00,36,2,0,10188,283.0
2025-01-07,2025-01-07 05:25:00,51,2,0,12605,247.16
2025-01-07,2025-01-07 05:30:00,51,1,0,14331,281.0
2025-01-07,2025-01-07 05:35:00,45,2,0,9480,210.67
2025-01-07,2025-01-07 05:40:00,48,3,0,13956,290.75
2025-01-07,2025-01-07 05:45:00,49,2,0,13554,276.61
2025-01-07,2025-01-07 05:50:00,54,3,0,12922,239.3
2025-01-07,2025-01-07 05:55:00,38,0,0,7759,204.18
2025-01-07,2025-01-07 06:00:00,63,1,0,14622,232.1
2025-01-07,2025-01-07 06:05:00,48,2,0,12043,250.9
2025-01-07,2025-01-07 06:10:00,42,0,0,10838,258.05
2025-01-07,2025-01-07 06:15:00,50,2,0,10956,219.12
2025-01-07,2025-01-07 06:20:00,54,2,0,15246,282.33
2025-01-07,2025-01-07 06:25:00,66,2,0,16852,255.33
2025-01-07,2025-01-07 06:30:00,65,1,0,15280,235.08
2025-01-07,2025-01-07 06:35:00,58,1,0,14628,252.21
2025-01-07,2025-01-07 06:40:00,58,1,0,13845,238.71
2025-01-07,2025-01-07 06:45:00,54,6,0,13923,257.83
2025-01-07,2025-01-07 06:50:00,77,5,0,15821,205.47
2025-01-07,2025-01-07 06:55:00,58,3,0,15570,268.45
2025-01-07,2025-01-07 07:00:00,45,2,0,10124,224.98
2025-01-07,2025-01-07 07:05:00,83,3,0,23405,281.99
2025-01-07,2025-01-07 07:10:00,57,1,0,14908,261.54
2025-01-07,2025-01-07 07:15:00,59,1,0,9954,168.71
2025-01-07,2025-01-07 07:20:00,61,3,0,15903,260.7
2025-01-07,2025-01-07 07:25:00,68,4,0,21565,317.13
2025-01-07,2025-01-07 07:30:00,84,2,0,19682,234.31
2025-01-07,2025-01-07 07:35:00,61,3,0,12593,206.44
2025-01-07,2025-01-07 07:40:00,72,3,0,18034,250.47
2025-01-07,2025-01-07 07:45:00,73,1,0,18645,255.41
2025-01-07,2025-01-07 07:50:00,69,1,0,18530,268.55
2025-01-07,2025-01-07 07:55:00,80,5,0,18253,228.16
2025-01-07,2025-01-07 08:00:00,77,2,0,15529,201.68
2025-01-07,2025-01-07 08:05:00,86,8,0,24765,287.97
2025-01-07,2025-01-07 08:10:00,87,7,0,21310,244.94
2025-01-07,2025-01-07 08:15:00,85,4,0,21860,257.18
2025-01-07,2025-01-07 08:20:00,85,4,0,22134,260.4
2025-01-07,2025-01-07 08:25:00,91,4,0,21829,239.88
2025-01-07,2025-01-07 08:30:00,89,2,0,26727,300.3
2025-01-07,2025-01-07 08:35:00,87,1,0,23645,271.78
2025-01-07,2025-01-07 08:40:00,71,2,0,16986,239.24
2025-01-07,2025-01-07 08:45:00,90,1,0,25578,284.2
2025-01-07,2025-01-07 08:50:00,94,5,0,23178,246.57
2025-01-07,2025-01-07 08:55:00,88,3,0,21970,249.66
2025-01-07,2025-01-07 09:00:00,103,4,0,26274,255.09
2025-01-07,2025-01-07 09:05:00,85,4,0,22479,264.46
2025-01-07,2025-01-07 09:10:00,111,5,0,30559,275.31
2025-01-07,2025-01-07 09:15:00,89,5,0,19847,223.0
2025-01-07,2025-01-07 09:20:00,85,4,0,21520,253.18
2025-01-07,2025-01-07 09:25:00,101,7,0,27395,271.24
2025-01-07,2025-01-07 09:30:00,87,4,0,24145,277.53
2025-01-07,2025-01-07 09:35:00,100,2,0,19133,191.33
2025-01-07,2025-01-07 09:40:00,102,8,0,27174,266.41
2025-01-07,2025-01-07 09:45:00,83,2,0,24057,289.84
2025-01-07,2025-01-07 09:50:00,93,6,0,23208,249.55
2025-01-07,2025-01-07 09:55:00,94,4,0,29093,309.5
2025-01-07,2025-01-07 10:00:00,111,7,0,28781,259.29
2025-01-07,2025-01-07 10:05:00,105,2,0,27962,266.3
2025-01-07,2025-01-07 10:10:00,103,5,0,27820,270.1
2025-01-07,2025-01-07 10:15:00,92,5,0,23700,257.61
2025-01-07,2025-01-07 10:20:00,117,2,0,22412,191.56
2025-01-07,2025-01-07 10:25:00,94,7,0,23247,247.31
2025-01-07,2025-01-07 10:30:00,101,3,0,25837,255.81
2025-01-07,2025-01-07 10:35:00,126,8,0,35383,280.82
2025-01-07,2025-01-07 10:40:00,97,2,0,27529,283.8
2025-01-07,2025-01-07 10:45:00,120,2,0,35768,298.07
2025-01-07,2025-01-07 10:50:00,122,6,0,32519,266.55
2025-01-07,2025-01-07 10:55:00,117,7,0,35909,306.91
2025-01-07,2025-01-07 11:00:00,128,6,0,33590,262.42
2025-01-07,2025-01-07 11:05:00,122,2,0,30388,249.08
2025-01-07,2025-01-07 11:10:00,126,7,0,28746,228.14
2025-01-07,2025-01-07 11:15:00,125,5,0,34131,273.05
2025-01-07,2025-01-07 11:20:00,115,3,0,34064,296.21
2025-01-07,2025-01-07 11:25:00,108,7,0,30138,279.06
2025-01-07,2025-01-07 11:30:00,128,5,0,28755,224.65
2025-01-07,2025-01-07 11:35:00,113,5,0,28459,251.85
2025-01-07,2025-01-07 11:40:00,119,3,0,34518,290.07
2025-01-07,2025-01-07 11:45:00,118,3,0,26754,226.73
2025-01-07,2025-01-07 11:50:00,129,7,0,29012,224.9
2025-01-07,2025-01-07 11:55:00,119,6,0,23084,193.98
2025-01-07,2025-01-07 12:00:00,121,6,0,29085,240.37
2025-01-07,2025-01-07 12:05:00,125,4,0,28971,231.77
2025-01-07,2025-01-07 12:10:00,119,6,0,30801,258.83
2025-01-07,2025-01-07 12:15:00,115,4,0,26517,230.58
2025-01-07,2025-01-07 12:20:00,135,4,0,26485,196.19
2025-01-07,2025-01-07 12:25:00,126,3,0,31317,248.55
2025-01-07,2025-01-07 12:30:00,115,3,0,29845,259.52
2025-01-07,2025-01-07 12:35:00,103,4,0,26229,254.65
2025-01-07,2025-01-07 12:40:00,118,3,0,30407,257.69
2025-01-07,2025-01-07 12:45:00,127,7,0,30547,240.53
2025-01-07,2025-01-07 12:50:00,132,4,0,29995,227.23
2025-01-07,2025-01-07 12:55:00,138,2,0,30444,220.61
2025-01-07,2025-01-07 13:00:00,128,6,0,33865,264.57
2025-01-07,2025-01-07 13:05:00,124,1,0,38839,313.22
2025-01-07,2025-01-07 13:10:00,115,4,0,29340,255.13
2025-01-07,2025-01-07 13:15:00,146,7,0,26947,184.57
2025-01-07,2025-01-07 13:20:00,119,3,0,28477,239.3
2025-01-07,2025-01-07 13:25:00,116,5,0,27506,237.12
2025-01-07,2025-01-07 13:30:00,136,4,0,34032,250.24
2025-01-07,2025-01-07 13:35:00,118,3,0,29472,249.76
2025-01-07,2025-01-07 13:40:00,112,4,0,22749,203.12
2025-01-07,2025-01-07 13:45:00,130,5,0,33573,258.25
2025-01-07,2025-01-07 13:50:00,132,5,0,35711,270.54
2025-01-07,2025-01-07 13:55:00,123,2,0,22949,186.58
2025-01-07,2025-01-07 14:00:00,123,5,0,31825,258.74
2025-01-07,2025-01-07 14:05:00,123,9,0,33685,273.86
2025-01-07,2025-01-07 14:10:00,129,1,0,30378,235.49
2025-01-07,2025-01-07 14:15:00,120,3,0,29897,249.14
2025-01-07,2025-01-07 14:20:00,127,8,0,37546,295.64
2025-01-07,2025-01-07 14:25:00,122,5,0,28671,235.01
2025-01-07,2025-01-07 14:30:00,115,8,0,27369,237.99
2025-01-07,2025-01-07 14:35:00,115,2,0,28559,248.34
2025-01-07,2025-01-07 14:40:00,99,1,0,26205,264.7
2025-01-07,2025-01-07 14:45:00,132,2,0,33300,252.27
2025-01-07,2025-01-07 14:50:00,97,6,0,24047,247.91
2025-01-07,2025-01-07 14:55:00,119,8,0,30257,254.26
2025-01-07,2025-01-07 15:00:00,110,2,0,25190,229.0
2025-01-07,2025-01-07 15:05:00,110,4,0,23652,215.02
2025-01-07,2025-01-07 15:10:00,115,6,0,19653,170.9
2025-01-07,2025-01-07 15:15:00,98,4,0,21884,223.31
2025-01-07,2025-01-07 15:20:00,119,7,0,27001,226.9
2025-01-07,2025-01-07 15:25:00,113,8,0,26113,231.09
2025-01-07,2025-01-07 15:30:00,113,5,0,24361,215.58
2025-01-07,2025-01-07 15:35:00,127,6,0,36026,283.67
2025-01-07,2025-01-07 15:40:00,87,6,0,24382,280.25
2025-01-07,2025-01-07 15:45:00,92,3,0,19903,216.34
2025-01-07,2025-01-07 15:50:00,120,2,0,26483,220.69
2025-01-07,2025-01-07 15:55:00,113,5,0,31557,279.27
2025-01-07,2025-01-07 16:00:00,95,4,0,21309,224.31
2025-01-07,2025-01-07 16:05:00,96,3,0,23460,244.38
2025-01-07,2025-01-07 16:10:00,101,7,0,26081,258.23
2025-01-07,2025-01-07 16:15:00,106,3,0,26978,254.51
2025-01-07,2025-01-07 16:20:00,95,6,0,20856,219.54
2025-01-07,2025-01-07 16:25:00,110,4,0,25521,232.01
2025-01-07,2025-01-07 16:30:00,96,4,0,20632,214.92
2025-01-07,2025-01-07 16:35:00,101,1,0,19758,195.62
2025-01-07,2025-01-07 16:40:00,97,8,0,28101,289.7
2025-01-07,2025-01-07 16:45:00,113,5,0,30743,272.06
2025-01-07,2025-01-07 16:50:00,102,3,0,25559,250.58
2025-01-07,2025-01-07 16:55:00,96,5,0,25678,267.48
2025-01-07,2025-01-07 17:00:00,96,2,0,19309,201.14
2025-01-07,2025-01-07 17:05:00,75,2,0,14766,196.88
2025-01-07,2025-01-07 17:10:00,73,3,0,15680,214.79
2025-01-07,2025-01-07 17:15:00,83,2,0,24000,289.16
2025-01-07,2025-01-07 17:20:00,119,8,0,28695,241.13
2025-01-07,2025-01-07 17:25:00,90,6,0,24297,269.97
2025-01-07,2025-01-07 17:30:00,78,4,0,15762,202.08
2025-01-07,2025-01-07 17:35:00,90,4,0,24499,272.21
2025-01-07,2025-01-07 17:40:00,80,1,0,20633,257.91
2025-01-07,2025-01-07 17:45:00,96,2,0,24694,257.23
2025-01-07,2025-01-07 17:50:00,85,2,0,22588,265.74
2025-01-07,2025-01-07 17:55:00,71,3,0,15877,223.62
2025-01-07,2025-01-07 18:00:00,79,3,0,22832,289.01
2025-01-07,2025-01-07 18:05:00,73,0,0,13200,180.82
2025-01-07,2025-01-07 18:10:00,72,4,0,14518,201.64
2025-01-07,2025-01-07 18:15:00,61,1,0,13565,222.38
2025-01-07,2025-01-07 18:20:00,85,4,0,18249,214.69
2025-01-07,2025-01-07 18:25:00,60,4,0,13891,231.52
2025-01-07,2025-01-07 18:30:00,85,1,0,21674,254.99
2025-01-07,2025-01-07 18:35:00,71,2,0,20384,287.1
2025-01-07,2025-01-07 18:40:00,74,1,0,21139,285.66
2025-01-07,2025-01-07 18:45:00,64,1,0,18758,293.09
2025-01-07,2025-01-07 18:50:00,72,3,0,15691,217.93
2025-01-07,2025-01-07 18:55:00,61,3,0,14585,239.1
2025-01-07,2025-01-07 19:00:00,69,6,0,17833,258.45
2025-01-07,2025-01-07 19:05:00,51,2,0,13448,263.69
2025-01-07,2025-01-07 19:10:00,66,4,0,16251,246.23
2025-01-07,2025-01-07 19:15:00,57,3,0,13527,237.32
2025-01-07,2025-01-07 19:20:00,62,5,0,15706,253.32
2025-01-07,2025-01-07 19:25:00,54,1,0,11187,207.17
2025-01-07,2025-01-07 19:30:00,53,1,0,15271,288.13
2025-01-07,2025-01-07 19:35:00,54,3,0,14031,259.83
2025-01-07,2025-01-07 19:40:00,49,2,0,14163,289.04
2025-01-07,2025-01-07 19:45:00,40,2,0,10070,251.75
2025-01-07,2025-01-07 19:50:00,52,3,0,13952,268.31
2025-01-07,2025-01-07 19:55:00,60,1,0,14739,245.65
2025-01-07,2025-01-07 20:00:00,53,1,0,11808,222.79
2025-01-07,2025-01-07 20:05:00,51,4,0,14750,289.22
2025-01-07,2025-01-07 20:10:00,61,0,0,13594,222.85
2025-01-07,2025-01-07 20:15:00,43,3,0,9696,225.49
2025-01-07,2025-01-07 20:20:00,39,3,0,10037,257.36
2025-01-07,2025-01-07 20:25:00,50,5,0,10815,216.3
2025-01-07,2025-01-07 20:30:00,56,1,0,12313,219.88
2025-01-07,2025-01-07 20:35:00,45,2,0,9247,205.49
2025-01-07,2025-01-07 20:40:00,48,1,0,13375,278.65
2025-01-07,2025-01-07 20:45:00,52,4,0,13573,261.02
2025-01-07,2025-01-07 20:50:00,50,2,0,13234,264.68
2025-01-07,2025-01-07 20:55:00,41,3,0,9630,234.88
2025-01-07,2025-01-07 21:00:00,39,0,0,9884,253.44
2025-01-07,2025-01-07 21:05:00,43,1,0,9056,210.6
2025-01-07,2025-01-07 21:10:00,38,4,0,9305,244.87
2025-01-07,2025-01-07 21:15:00,32,1,0,8803,275.09
2025-01-07,2025-01-07 21:20:00,35,1,0,8855,253.0
2025-01-07,2025-01-07 21:25:00,38,0,0,10121,266.34
2025-01-07,2025-01-07 21:30:00,27,3,0,7246,268.37
2025-01-07,2025-01-07 21:35:00,36,3,0,8910,247.5
2025-01-07,2025-01-07 21:40:00,21,1,0,5054,240.67
2025-01-07,2025-01-07 21:45:00,31,1,0,7525,242.74
2025-01-07,2025-01-07 21:50:00,31,0,0,8219,265.13
2025-01-07,2025-01-07 21:55:00,22,1,0,6007,273.05
2025-01-07,2025-01-07 22:00:00,37,4,0,8048,217.51
2025-01-07,2025-01-07 22:05:00,36,5,0,7376,204.89
2025-01-07,2025-01-07 22:10:00,24,0,0,4581,190.88
2025-01-07,2025-01-07 22:15:00,29,0,0,6280,216.55
2025-01-07,2025-01-07 22:20:00,29,1,0,9282,320.07
2025-01-07,2025-01-07 22:25:00,17,0,0,4456,262.12
2025-01-07,2025-01-07 22:30:00,25,2,0,6291,251.64
2025-01-07,2025-01-07 22:35:00,20,1,0,5261,263.05
2025-01-07,2025-01-07 22:40:00,29,1,0,6569,226.52
2025-01-07,2025-01-07 22:45:00,22,2,0,5177,235.32
2025-01-07,2025-01-07 22:50:00,29,3,0,4687,161.62
2025-01-07,2025-01-07 22:55:00,27,0,0,6180,228.89
2025-01-07,2025-01-07 23:00:00,24,1,0,4913,204.71
2025-01-07,2025-01-07 23:05:00,15,0,0,4197,279.8
2025-01-07,2025-01-07 23:10:00,17,1,0,4197,246.88
2025-01-07,2025-01-07 23:15:00,19,0,0,4548,239.37
2025-01-07,2025-01-07 23:20:00,28,2,0,5953,212.61
2025-01-07,2025-01-07 23:25:00,26,3,0,6417,246.81
2025-01-07,2025-01-07 23:30:00,19,1,0,5106,268.74
2025-01-07,2025-01-07 23:35:00,26,1,0,7248,278.77
2025-01-07,2025-01-07 23:40:00,11,1,0,2597,236.09
2025-01-07,2025-01-07 23:45:00,14,1,0,3830,273.57
2025-01-07,2025-01-07 23:50:00,17,0,0,5299,311.71
2025-01-07,2025-01-07 23:55:00,19,3,0,5012,263.79
2025-01-08,2025-01-08 00:00:00,12,1,0,2896,241.33
2025-01-08,2025-01-08 00:05:00,9,1,0,1743,193.67
2025-01-08,2025-01-08 00:10:00,8,0,0,2013,251.62
2025-01-08,2025-01-08 00:15:00,4,0,0,1104,276.0
2025-01-08,2025-01-08 00:20:00,9,0,0,2423,269.22
2025-01-08,2025-01-08 00:25:00,9,0,0,2372,263.56
2025-01-08,2025-01-08 00:30:00,11,0,0,2865,260.45
2025-01-08,2025-01-08 00:35:00,10,0,0,2560,256.0
2025-01-08,2025-01-08 00:40:00,11,1,0,2796,254.18
2025-01-08,2025-01-08 00:45:00,9,1,0,2264,251.56
2025-01-08,2025-01-08 00:50:00,9,2,0,2282,253.56
2025-01-08,2025-01-08 00:55:00,14,0,0,3414,243.86
2025-01-08,2025-01-08 01:00:00,13,0,0,2570,197.69
2025-01-08,2025-01-08 01:05:00,9,0,0,2341,260.11
2025-01-08,2025-01-08 01:10:00,12,0,0,3461,288.42
2025-01-08,2025-01-08 01:15:00,16,1,0,3820,238.75
2025-01-08,2025-01-08 01:20:00,21,2,0,5316,253.14
2025-01-08,2025-01-08 01:25:00,15,0,0,3974,264.93
2025-01-08,2025-01-08 01:30:00,9,0,1,2602,289.11
2025-01-08,2025-01-08 01:35:00,12,0,0,3182,265.17
2025-01-08,2025-01-08 01:40:00,12,1,0,2810,234.17
2025-01-08,2025-01-08 01:45:00,14,0,0,3820,272.86
2025-01-08,2025-01-08 01:50:00,14,3,0,3070,219.29
2025-01-08,2025-01-08 01:55:00,12,1,0,2741,228.42
2025-01-08,2025-01-08 02:00:00,11,0,0,2652,241.09
2025-01-08,2025-01-08 02:05:00,10,0,0,2172,217.2
2025-01-08,2025-01-08 02:10:00,17,0,0,4278,251.65
2025-01-08,2025-01-08 02:15:00,17,2,0,3774,222.0
2025-01-08,2025-01-08 02:20:00,19,1,0,4930,259.47
2025-01-08,2025-01-08 02:25:00,16,1,0,4481,280.06
2025-01-08,2025-01-08 02:30:00,31,2,0,9441,304.55
2025-01-08,2025-01-08 02:35:00,22,2,0,6390,290.45
2025-01-08,2025-01-08 02:40:00,12,0,0,3897,324.75
2025-01-08,2025-01-08 02:45:00,15,0,0,3811,254.07
2025-01-08,2025-01-08 02:50:00,21,0,0,5627,267.95
2025-01-08,2025-01-08 02:55:00,24,1,0,6532,272.17
2025-01-08,2025-01-08 03:00:00,16,1,0,4559,284.94
2025-01-08,2025-01-08 03:05:00,22,0,0,5483,249.23
2025-01-08,2025-01-08 03:10:00,23,0,0,4704,204.52
2025-01-08,2025-01-08 03:15:00,21,0,0,4426,210.76
2025-01-08,2025-01-08 03:20:00,25,2,0,6605,264.2
2025-01-08,2025-01-08 03:25:00,25,3,0,6012,240.48
2025-01-08,2025-01-08 03:30:00,25,0,0,6722,268.88
2025-01-08,2025-01-08 03:35:00,27,1,0,5428,201.04
2025-01-08,2025-01-08 03:40:00,26,2,0,6223,239.35
2025-01-08,2025-01-08 03:45:00,27,1,0,6819,252.56
2025-01-08,2025-01-08 03:50:00,24,1,0,6654,277.25
2025-01-08,2025-01-08 03:55:00,33,2,0,9330,282.73
2025-01-08,2025-01-08 04:00:00,31,3,0,6333,204.29
2025-01-08,2025-01-08 04:05:00,25,1,0,5695,227.8
2025-01-08,2025-01-08 04:10:00,39,5,0,8408,215.59
2025-01-08,2025-01-08 04:15:00,37,2,0,10249,277.0
2025-01-08,2025-01-08 04:20:00,36,1,0,8509,236.36
2025-01-08,2025-01-08 04:25:00,38,4,0,12138,319.42
2025-01-08,2025-01-08 04:30:00,31,0,0,8700,280.65
2025-01-08,2025-01-08 04:35:00,23,2,0,6318,274.7
2025-01-08,2025-01-08 04:40:00,26,0,0,6127,235.65
2025-01-08,2025-01-08 04:45:00,36,3,0,8355,232.08
2025-01-08,2025-01-08 04:50:00,19,1,0,5160,271.58
2025-01-08,2025-01-08 04:55:00,38,1,0,9384,246.95
2025-01-08,2025-01-08 05:00:00,29,1,0,6446,222.28
2025-01-08,2025-01-08 05:05:00,36,2,0,9101,252.81
2025-01-08,2025-01-08 05:10:00,32,1,0,6720,210.0
2025-01-08,2025-01-08 05:15:00,38,1,0,11628,306.0
2025-01-08,2025-01-08 05:20:00,39,3,0,10129,259.72
2025-01-08,2025-01-08 05:25:00,35,1,0,9417,269.06
2025-01-08,2025-01-08 05:30:00,56,1,0,9338,166.75
2025-01-08,2025-01-08 05:35:00,47,2,0,14671,312.15
2025-01-08,2025-01-08 05:40:00,34,2,0,7765,228.38
2025-01-08,2025-01-08 05:45:00,48,5,0,11757,244.94
2025-01-08,2025-01-08 05:50:00,46,1,0,14580,316.96
2025-01-08,2025-01-08 05:55:00,47,3,0,11942,254.09
2025-01-08,2025-01-08 06:00:00,66,6,0,16791,254.41
2025-01-08,2025-01-08 06:05:00,49,3,0,13922,284.12
2025-01-08,2025-01-08 06:10:00,44,4,0,13190,299.77
2025-01-08,2025-01-08 06:15:00,64,4,0,18013,281.45
2025-01-08,2025-01-08 06:20:00,61,0,0,15266,250.26
2025-01-08,2025-01-08 06:25:00,52,2,0,15743,302.75
2025-01-08,2025-01-08 06:30:00,58,3,0,15729,271.19
2025-01-08,2025-01-08 06:35:00,50,4,0,13939,278.78
2025-01-08,2025-01-08 06:40:00,45,2,0,10336,229.69
2025-01-08,2025-01-08 06:45:00,65,3,0,18830,289.69
2025-01-08,2025-01-08 06:50:00,60,5,0,11398,189.97
2025-01-08,2025-01-08 06:55:00,62,2,0,11595,187.02
2025-01-08,2025-01-08 07:00:00,49,2,0,14027,286.27
2025-01-08,2025-01-08 07:05:00,56,0,0,14411,257.34
2025-01-08,2025-01-08 07:10:00,52,5,0,15290,294.04
2025-01-08,2025-01-08 07:15:00,69,2,0,23384,338.9
2025-01-08,2025-01-08 07:20:00,70,1,0,20763,296.61
2025-01-08,2025-01-08 07:25:00,74,5,0,18588,251.19
2025-01-08,2025-01-08 07:30:00,65,1,0,16760,257.85
2025-01-08,2025-01-08 07:35:00,75,2,0,18005,240.07
2025-01-08,2025-01-08 07:40:00,71,1,0,19101,269.03
2025-01-08,2025-01-08 07:45:00,75,2,0,19667,262.23
2025-01-08,2025-01-08 07:50:00,78,3,0,18975,243.27
2025-01-08,2025-01-08 07:55:00,78,3,0,19006,243.67
2025-01-08,2025-01-08 08:00:00,76,2,0,18047,237.46
2025-01-08,2025-01-08 08:05:00,72,3,0,20141,279.74
